Sample,X,Y,Z
589,0.008,0.031,-0.922
590,-0.035,0.020,-0.914
591,0.059,0.016,-0.930
592,0.156,0.004,-0.973
593,0.031,0.043,-0.980
594,0.012,0.082,-0.980
595,0.039,0.027,-0.953
596,0.023,0.012,-0.910
597,-0.039,0.004,-0.926
598,0.090,0.035,-0.930
599,0.066,-0.008,-0.938
600,-0.008,0.012,-0.965
601,0.023,0.039,-0.965
602,0.059,0.027,-0.930
603,-0.004,-0.086,-0.957
604,0.090,0.082,-0.992
605,0.102,0.062,-0.984
606,0.055,0.027,-0.984
607,0.062,0.000,-1.004
608,0.008,0.000,-0.906
609,0.043,0.031,-0.883
610,0.082,0.016,-0.973
611,0.121,-0.020,-0.941
612,0.098,-0.016,-0.902
613,0.008,0.047,-0.969
614,-0.008,0.043,-0.949
615,0.055,0.039,-0.906
616,0.012,0.008,-0.949
617,0.047,0.078,-0.965
618,0.070,0.043,-0.992
619,0.039,0.023,-0.973
620,0.000,0.004,-0.922
621,0.035,0.016,-0.941
622,0.031,-0.031,-0.918
623,0.086,0.020,-0.914
624,0.117,-0.023,-0.949
625,0.086,0.004,-0.918
626,0.086,0.004,-0.918
627,0.055,0.051,-0.969
628,0.059,0.008,-0.988
629,0.000,0.039,-0.930
630,0.090,0.047,-1.000
631,0.145,0.035,-1.008
632,0.062,0.008,-0.918
633,0.039,0.027,-0.977
634,0.008,0.031,-0.934
635,0.008,0.031,-0.934
636,0.008,0.016,-0.883
637,0.023,0.000,-0.934
638,0.109,0.020,-0.945
639,0.051,-0.031,-0.922
640,0.031,0.051,-0.953
641,0.031,0.039,-1.000
642,-0.012,0.039,-0.941
643,0.051,0.051,-0.965
644,0.152,0.023,-0.984
645,0.035,0.012,-0.895
646,0.062,0.020,-0.965
647,0.090,-0.004,-0.961
648,-0.035,0.000,-0.898
649,0.004,0.000,-0.938
650,0.086,0.047,-0.926
651,0.051,0.008,-0.941
652,0.078,0.043,-0.992
653,0.082,0.059,-1.004
654,-0.027,0.082,-0.992
655,0.004,0.062,-0.945
656,0.066,-0.023,-0.941
657,0.051,-0.004,-0.902
658,0.043,0.012,-0.965
659,0.090,0.020,-0.988
660,0.016,0.008,-0.898
661,-0.031,-0.031,-0.926
662,0.062,-0.004,-0.918
663,0.066,0.062,-0.891
664,0.031,0.027,-1.000
665,0.074,0.066,-1.020
666,0.055,0.027,-0.969
667,-0.035,0.031,-0.965
668,0.031,0.031,-0.922
669,0.039,0.023,-0.891
670,0.086,0.016,-0.945
671,0.062,-0.004,-0.969
672,0.031,0.012,-0.930
673,0.020,0.000,-0.930
674,-0.008,0.031,-0.918
675,0.008,0.004,-0.938
676,0.102,0.047,-1.000
677,0.051,0.031,-0.988
678,0.074,0.051,-0.996
679,0.043,0.035,-0.977
680,-0.008,0.008,-0.930
681,0.008,-0.027,-0.926
682,0.094,0.031,-0.918
683,0.055,-0.031,-0.941
684,0.023,0.004,-0.965
685,0.023,0.008,-0.965
686,-0.027,-0.004,-0.930
687,-0.043,0.031,-0.941
688,0.055,0.090,-1.004
689,0.098,0.043,-0.996
690,0.059,0.039,-0.980
691,0.035,0.043,-0.973
692,-0.016,0.020,-0.895
693,0.020,0.008,-0.883
694,0.055,0.004,-0.941
695,0.090,0.004,-0.934
696,0.047,0.016,-0.902
697,0.066,0.062,-0.949
698,0.020,0.012,-0.977
699,0.004,0.055,-0.941
700,0.023,0.016,-0.980
701,0.078,0.059,-0.961
702,0.074,0.023,-0.938
703,0.082,0.023,-1.000
704,0.051,0.012,-0.980
705,-0.023,-0.008,-0.898
706,0.027,-0.016,-0.895
707,0.051,0.016,-0.910
708,0.086,-0.031,-0.945
709,0.098,0.027,-0.988
710,0.000,0.035,-0.996
711,-0.023,0.039,-0.961
712,0.023,0.047,-0.953
713,0.027,0.023,-0.977
714,0.094,0.020,-0.969
715,0.086,0.012,-0.938
716,0.047,0.039,-0.957
717,0.035,0.008,-0.957
718,0.035,-0.016,-0.906
719,0.047,-0.008,-0.887
720,0.070,0.008,-0.918
721,0.062,0.004,-0.934
722,0.055,0.082,-0.988
723,0.027,0.031,-1.016
724,0.020,0.062,-0.965
725,0.043,0.027,-0.945
726,0.051,0.062,-0.953
727,0.094,0.008,-0.957
728,0.141,-0.012,-0.934
729,0.039,0.004,-0.930
730,0.008,0.027,-0.934
731,0.039,0.000,-0.895
732,0.062,-0.023,-0.906
733,0.059,0.008,-0.965
734,0.012,0.055,-0.977
735,0.082,0.070,-1.004
736,0.023,0.027,-1.000
737,-0.016,0.004,-0.938
738,0.043,0.027,-0.914
739,0.074,0.031,-0.941
740,0.066,0.000,-0.945
741,0.105,0.020,-0.965
742,0.043,-0.027,-0.934
743,-0.027,0.000,-0.895
744,0.043,0.051,-0.941
745,0.070,0.031,-0.953
746,0.070,0.031,-0.953
747,0.059,0.074,-0.984
748,0.117,0.062,-1.031
749,0.062,0.008,-0.980
750,0.016,0.035,-0.941
751,0.055,0.043,-0.961
752,0.035,-0.004,-0.902
753,0.066,-0.008,-0.898
754,0.074,0.012,-0.945
755,0.074,0.008,-0.957
756,0.039,0.016,-0.934
757,-0.016,-0.008,-0.938
758,-0.012,0.027,-0.918
759,0.059,0.070,-0.945
760,0.082,0.023,-1.008
761,0.066,0.051,-0.980
762,0.023,0.016,-0.988
763,-0.004,0.020,-0.949
764,0.004,0.027,-0.883
765,0.047,0.000,-0.953
766,0.098,-0.016,-0.941
767,0.109,-0.004,-0.941
768,0.047,-0.027,-0.965
769,-0.008,0.059,-0.953
770,-0.008,0.059,-0.953
771,0.008,0.051,-0.961
772,0.047,0.008,-0.984
773,0.078,0.047,-0.965
774,0.047,0.066,-0.980
775,0.055,0.023,-0.973
776,0.039,0.016,-0.934
777,-0.027,-0.031,-0.914
778,0.012,0.012,-0.895
779,0.082,0.031,-0.918
780,0.078,-0.008,-0.949
781,0.051,0.012,-0.957
782,0.008,0.027,-0.957
783,-0.023,0.043,-0.945
784,0.008,0.047,-0.941
785,0.051,0.043,-0.984
786,0.086,0.020,-0.961
787,0.055,0.012,-0.938
788,0.039,-0.008,-0.961
789,0.012,0.004,-0.914
790,-0.008,0.016,-0.906
791,0.027,0.008,-0.953
792,0.062,0.000,-0.941
793,0.043,0.000,-0.957
794,0.043,0.000,-0.957
795,0.055,0.016,-0.988
796,0.062,0.109,-0.965
797,-0.012,0.020,-0.973
798,0.000,0.055,-0.945
799,0.059,0.020,-0.953
800,0.094,0.000,-0.941
801,0.098,-0.004,-0.965
802,0.027,0.016,-0.977
803,-0.020,0.027,-0.918
804,-0.004,0.016,-0.891
805,0.023,0.000,-0.930
806,0.109,0.000,-0.949
807,0.090,0.051,-0.973
808,0.016,0.055,-1.008
809,-0.004,0.016,-0.945
810,0.008,0.027,-0.906
811,0.039,0.020,-0.992
812,0.090,0.035,-0.922
813,0.043,-0.004,-0.926
814,0.043,-0.004,-0.953
815,0.035,0.016,-0.938
816,0.012,-0.020,-0.953
817,0.012,0.055,-0.945
818,0.059,0.023,-0.938
819,0.066,0.016,-0.977
820,0.086,0.031,-0.988
821,0.062,0.008,-1.008
822,0.004,0.016,-0.961
823,0.047,0.031,-0.906
824,0.059,-0.008,-0.922
825,0.078,-0.016,-0.945
826,0.094,0.008,-0.945
827,0.031,0.012,-0.969
828,0.004,0.016,-0.934
829,-0.012,0.023,-0.902
830,0.031,0.070,-0.988
831,0.082,0.039,-0.988
832,0.070,0.031,-0.930
833,0.094,0.031,-0.988
834,0.066,0.035,-0.953
835,-0.012,0.004,-0.891
836,0.031,0.023,-0.938
837,0.039,0.008,-0.895
838,0.082,0.000,-0.926
839,0.133,0.004,-1.000
840,0.004,0.043,-0.961
841,-0.023,0.055,-0.957
842,0.027,0.055,-0.938
843,0.039,0.008,-0.941
844,0.098,0.016,-0.992
845,0.117,0.016,-0.992
846,0.055,0.020,-0.949
847,-0.004,0.020,-0.918
848,0.008,0.000,-0.922
849,0.039,0.004,-0.922
850,0.082,0.027,-0.941
851,0.082,0.016,-0.973
852,0.062,0.012,-0.965
853,0.051,0.039,-0.969
854,-0.020,0.031,-0.969
855,0.012,0.066,-0.938
856,0.066,0.043,-0.930
857,0.098,0.012,-0.949
858,0.105,0.000,-0.941
859,0.039,0.008,-0.957
860,-0.016,0.023,-0.934
861,0.027,0.039,-0.906
862,0.035,-0.012,-0.922
863,0.094,-0.004,-0.957
864,0.078,0.043,-0.969
865,0.023,0.047,-0.992
866,0.012,0.043,-0.973
867,-0.012,0.000,-0.949
868,0.031,0.012,-0.969
869,0.086,0.000,-0.953
870,0.070,0.016,-0.934
871,0.082,-0.004,-0.965
872,0.070,-0.016,-0.941
873,-0.008,-0.020,-0.926
874,0.031,0.035,-0.953
875,0.027,0.020,-0.941
876,0.078,0.023,-0.957
877,0.086,0.020,-1.004
878,0.008,0.043,-0.973
879,-0.027,0.047,-0.949
880,0.027,0.047,-0.938
881,0.035,-0.012,-0.918
882,0.109,-0.012,-0.926
883,0.082,0.000,-0.953
884,0.039,0.043,-0.945
885,0.016,0.020,-0.941
886,-0.023,0.016,-0.926
887,0.035,0.012,-0.938
888,0.055,0.047,-0.961
889,0.078,0.023,-0.980
890,0.078,0.023,-0.980
891,0.051,0.047,-1.008
