Sample,X,Y,Z
870,0.035,0.020,-0.988
871,0.031,-0.008,-0.941
872,0.023,0.039,-0.980
873,0.023,0.000,-0.996
874,0.000,0.008,-0.902
875,0.055,-0.008,-0.969
876,0.055,0.008,-0.973
877,0.047,0.027,-0.898
878,0.012,0.004,-0.969
879,0.004,0.055,-0.949
880,0.023,0.027,-0.926
881,0.035,0.020,-0.969
882,0.035,0.020,-0.973
883,0.055,0.000,-0.918
884,0.016,0.004,-0.926
885,0.000,0.008,-0.957
886,0.039,0.012,-0.918
887,0.020,0.000,-0.938
888,0.008,0.023,-0.992
889,0.016,0.016,-0.969
890,0.020,0.027,-0.922
891,0.039,0.039,-0.992
892,0.051,0.000,-0.973
