Sample,X,Y,Z
631,-0.035,0.273,-0.426
632,0.129,0.184,-0.504
633,0.172,0.039,-0.438
634,0.086,-0.016,-0.402
635,-0.051,0.047,-0.543
636,-0.254,0.023,-0.555
637,-0.105,0.164,-0.613
638,0.027,0.109,-0.945
639,0.051,0.062,-1.008
640,0.051,0.047,-1.090
641,-0.062,0.020,-1.223
642,-0.121,0.031,-1.211
643,-0.051,-0.090,-1.281
644,-0.039,-0.016,-1.316
645,-0.055,-0.090,-1.293
646,0.000,-0.180,-1.211
647,0.027,-0.168,-1.223
648,0.105,-0.164,-1.281
649,0.055,-0.176,-1.180
650,-0.086,-0.129,-1.109
651,-0.016,-0.016,-1.113
652,0.027,-0.094,-0.980
653,0.117,-0.023,-0.852
654,0.160,0.086,-0.953
655,0.039,0.203,-0.766
656,-0.027,0.184,-0.688
657,-0.016,0.223,-0.801
658,0.012,0.184,-0.777
659,0.039,0.125,-0.664
660,-0.039,0.203,-0.688
661,-0.055,0.160,-0.754
662,-0.059,0.094,-0.602
663,-0.125,0.074,-0.656
664,-0.070,0.062,-0.828
665,-0.027,0.055,-0.766
666,-0.066,-0.020,-0.895
667,-0.047,0.016,-1.043
668,-0.023,-0.023,-1.004
669,-0.082,-0.039,-1.074
670,0.016,0.027,-1.246
671,0.102,-0.070,-1.234
672,0.000,-0.086,-1.133
673,0.023,-0.051,-1.273
674,0.078,-0.027,-1.234
675,0.051,-0.043,-1.098
676,0.070,-0.113,-1.160
677,0.078,-0.094,-1.082
678,0.012,-0.074,-0.934
679,0.012,0.016,-0.969
680,0.160,0.055,-1.027
681,0.008,0.008,-0.871
682,-0.082,0.137,-0.816
683,-0.031,0.156,-0.895
684,-0.051,0.156,-0.734
685,0.000,0.094,-0.777
686,-0.016,0.113,-0.801
687,-0.102,0.160,-0.668
688,-0.090,0.090,-0.766
689,-0.062,0.137,-0.840
690,-0.016,0.090,-0.805
691,-0.023,0.020,-0.844
692,-0.055,0.090,-0.910
693,0.047,0.012,-0.973
694,-0.008,-0.051,-0.957
695,0.004,-0.016,-1.035
696,0.105,-0.047,-1.129
697,0.031,-0.066,-1.055
698,0.020,-0.020,-1.188
699,0.098,-0.043,-1.223
700,0.031,-0.094,-1.109
701,0.023,-0.094,-1.148
702,0.109,-0.047,-1.145
703,-0.008,-0.090,-1.043
704,-0.020,-0.020,-1.062
705,0.016,-0.012,-1.051
706,-0.074,-0.047,-0.902
707,-0.023,0.008,-0.949
708,0.059,0.066,-1.000
709,0.020,0.105,-0.844
710,-0.008,0.055,-0.832
711,-0.039,0.121,-0.809
712,-0.027,0.086,-0.773
713,0.008,0.082,-0.789
714,0.035,0.098,-0.836
715,0.016,0.055,-0.793
716,-0.012,0.039,-0.738
717,0.012,0.059,-0.824
718,0.055,0.066,-0.883
719,0.000,0.004,-0.863
720,-0.004,0.047,-0.910
721,0.000,-0.008,-1.012
722,-0.035,-0.047,-1.004
723,0.023,-0.016,-1.062
724,0.039,0.000,-1.145
725,-0.027,-0.055,-1.094
726,-0.008,-0.055,-1.070
727,0.031,-0.016,-1.121
728,-0.043,-0.070,-1.133
729,0.055,-0.023,-1.070
730,0.109,-0.055,-1.098
731,-0.082,-0.027,-1.020
732,-0.105,0.008,-0.988
733,0.031,0.000,-0.977
734,0.059,0.008,-0.938
735,0.074,-0.008,-0.945
