Sample,X,Y,Z
293,-0.398,0.180,-1.844
294,0.457,-0.035,-0.414
295,-1.598,0.352,-0.590
296,-0.695,-0.137,-1.645
297,0.227,0.066,-0.180
298,-1.297,0.141,-0.941
299,0.148,-0.141,-1.594
300,0.340,0.047,-0.230
301,-1.191,0.191,-1.027
302,-0.664,0.055,-1.215
303,-1.273,-0.121,-0.035
304,-1.234,0.094,-1.199
305,0.266,-0.066,-1.477
306,-0.707,0.039,-0.844
307,-0.988,-0.094,-1.273
308,-1.137,0.312,-0.289
309,-1.355,0.184,-0.762
310,-0.258,-0.555,-1.293
311,-0.203,0.414,-0.410
312,-0.051,-0.184,-1.715
313,-0.438,-0.254,-0.629
314,0.523,0.637,-0.539
315,0.742,-0.820,-1.797
316,0.473,0.496,-0.062
317,1.238,-0.117,-1.234
318,1.070,-0.285,-1.574
319,0.215,0.609,-0.254
320,1.125,-0.750,-1.781
321,0.484,-0.082,-0.344
322,0.301,0.293,-0.379
323,1.527,-0.422,-1.711
324,-0.531,0.734,0.078
325,0.230,-0.117,-1.512
326,0.273,-0.773,-1.254
327,-1.164,0.922,-0.180
328,-0.363,-0.602,-1.980
329,-0.488,-0.051,-0.309
330,-1.699,0.777,-0.328
331,-0.344,-0.555,-1.891
332,-0.371,0.359,0.469
333,-0.363,0.004,-0.738
334,0.664,-0.441,-1.535
335,-0.895,0.672,0.828
336,-0.086,-0.113,-1.312
337,0.254,0.121,-0.977
338,-0.445,0.789,0.137
339,1.129,-1.070,-1.867
340,-0.113,0.535,0.074
341,-0.359,0.367,-0.996
342,0.930,-0.801,-1.273
343,-0.406,1.043,0.598
344,1.203,-0.602,-1.895
345,0.156,-0.223,-0.383
346,-0.188,0.637,-0.359
347,0.758,-1.023,-1.867
348,-0.469,0.715,0.609
349,-0.184,-0.039,-1.430
350,0.746,-0.562,-1.270
351,-0.770,0.852,0.223
352,0.324,-0.789,-1.965
353,-0.402,0.242,-0.367
354,-1.027,0.496,-0.277
355,0.473,-0.688,-1.859
356,-0.371,0.086,0.410
357,0.051,-0.164,-1.043
358,0.727,-0.395,-1.258
359,-1.074,0.469,0.594
360,-0.086,-0.160,-1.613
361,0.246,-0.070,-0.637
362,-0.395,0.480,-0.145
363,1.223,-0.578,-1.969
364,-0.234,0.266,0.492
365,0.219,0.352,-0.965
366,0.574,-0.648,-1.355
367,-1.273,1.059,0.777
368,1.129,-0.480,-1.793
369,0.105,-0.066,-0.559
370,-0.406,0.723,-0.488
371,0.812,-0.703,-1.906
372,-0.316,0.504,0.492
373,-0.344,-0.340,-1.012
374,0.609,-0.230,-1.336
375,-0.848,0.906,0.160
376,0.668,-0.629,-1.922
377,-0.082,0.371,-0.531
378,-0.438,0.168,-0.766
379,0.770,-0.570,-1.676
380,-0.883,0.398,0.434
381,-0.457,-0.078,-1.301
382,0.512,-0.074,-1.133
383,-0.723,0.902,-0.062
384,0.781,-0.977,-1.949
385,-0.270,0.027,0.020
386,-0.500,0.434,-0.414
387,0.281,-0.418,-1.660
388,-0.488,0.828,0.340
389,0.152,-0.320,-1.422
390,0.711,-0.309,-0.863
391,-0.715,0.781,0.082
392,1.105,-0.668,-1.918
393,-0.098,0.164,0.176
394,-0.793,0.762,-0.578
395,-0.793,0.762,-0.578
396,0.629,-0.535,-1.809
397,-0.266,0.340,0.582
398,0.320,-0.059,-1.441
399,0.770,-0.602,-1.309
400,-0.758,0.652,0.527
401,0.176,-0.395,-1.766
402,-0.727,0.004,-0.578
403,-0.535,0.465,-0.461
404,1.031,-0.809,-1.766
405,-0.164,0.395,-0.145
406,0.090,-0.363,-1.473
407,-0.004,-0.195,-0.844
408,-1.375,0.691,-0.230
409,0.387,-0.441,-1.961
410,0.387,-0.441,-1.961
411,0.617,-0.102,-0.336
412,0.113,0.102,-0.996
413,0.855,-0.273,-1.676
414,-0.863,0.512,0.441
415,-0.109,0.059,-1.293
416,0.328,0.027,-1.164
417,0.070,0.332,-0.195
418,1.094,-0.477,-1.859
419,-0.195,0.086,-0.195
420,-1.047,0.523,-0.758
421,0.156,-0.414,-1.590
422,-1.191,0.723,0.188
423,0.402,-0.094,-1.590
424,1.648,-0.297,-1.172
425,0.195,0.148,0.191
426,0.824,0.109,-1.738
427,0.094,0.219,-0.352
428,-0.523,0.344,-0.055
429,1.309,-0.152,-1.949
430,1.812,0.629,-1.000
431,1.992,-0.902,-1.426
432,1.383,-0.293,-0.711
433,0.035,0.543,-0.309
434,0.559,-0.230,-1.016
435,0.559,0.477,-0.445
436,0.402,0.238,-1.695
437,1.945,-1.105,-1.598
438,0.414,-0.180,0.098
439,0.141,0.168,-1.746
440,0.125,0.098,-0.594
441,-0.676,0.566,0.363
442,-0.074,-0.188,-1.914
443,1.191,0.109,-0.949
444,0.758,-0.520,-0.707
445,-0.008,-0.289,-1.711
446,0.125,0.574,-0.008
447,-0.039,0.090,-0.449
448,-0.008,0.195,-1.207
449,1.367,0.145,-0.691
450,1.191,-0.316,-1.035
451,0.402,-0.523,-1.121
452,0.648,0.500,-0.281
453,0.195,0.199,-1.297
454,0.594,-0.023,-0.930
455,1.254,0.234,-0.562
456,0.969,-0.559,-1.605
457,1.219,0.375,-0.531
458,1.219,0.375,-0.531
459,0.184,0.164,-0.848
460,0.695,0.141,-1.859
461,0.809,-0.199,-0.586
462,0.727,-0.238,-0.598
463,0.969,0.008,-1.938
464,0.090,-0.133,-0.594
465,0.375,0.449,-0.168
466,0.535,0.129,-1.945
467,0.039,-0.301,-0.555
468,0.797,0.047,-0.250
469,1.426,0.121,-1.949
470,0.117,-0.004,-0.656
471,0.043,0.094,-0.418
472,1.004,0.336,-1.559
473,0.496,-0.441,-0.641
474,-0.453,0.031,-0.328
475,0.840,0.309,-1.535
476,0.793,0.340,-0.746
477,0.441,-0.016,-0.605
478,1.234,-0.473,-1.500
479,1.301,0.172,-0.211
480,-0.352,0.230,-0.527
481,0.359,0.238,-1.516
482,0.359,0.238,-1.516
483,0.703,0.148,-0.449
484,1.191,-0.195,-1.375
485,0.426,-0.059,-1.523
486,0.090,-0.066,-0.340
487,1.590,0.227,-1.000
488,0.781,-0.293,-1.105
489,-0.215,0.258,-0.539
490,1.562,0.047,-1.445
491,0.344,-0.473,-0.762
492,0.328,0.148,-1.270
493,0.453,-0.301,-1.676
494,0.020,0.352,0.023
495,0.324,0.121,-1.055
496,0.438,-0.516,-1.625
497,0.598,0.250,-0.199
498,0.988,0.281,-1.359
499,0.438,-0.352,-1.520
500,-0.016,0.242,-0.336
501,0.711,-0.012,-1.281
502,0.457,-0.020,-0.785
503,0.031,0.359,-0.535
504,0.730,-0.348,-1.262
505,1.230,0.441,-0.316
506,1.172,-0.109,-1.020
507,0.816,-0.043,-1.199
508,1.504,0.219,-0.617
509,0.676,-0.363,-0.957
510,0.016,0.203,-1.035
511,-0.109,0.242,-0.918
512,0.793,-0.117,-1.031
513,0.691,-0.270,-1.047
514,0.539,0.238,-1.195
515,0.527,-0.184,-0.992
516,0.871,0.191,-0.676
517,0.445,0.027,-1.496
518,0.789,0.055,-1.156
519,0.785,-0.148,-0.801
520,-0.309,-0.332,-1.238
521,-0.379,0.258,-0.992
522,0.867,-0.195,-1.020
523,0.156,0.316,-0.465
524,0.438,0.289,-1.145
525,0.887,-0.312,-1.043
526,1.469,0.125,-0.367
527,0.738,-0.121,-1.098
528,0.234,0.410,-0.801
529,0.898,-0.047,-0.770
