Sample,X,Y,Z
402,-0.105,-0.902,1.020
403,-0.730,-0.297,-0.742
404,0.367,-0.785,-1.980
405,0.805,-1.168,-0.113
406,-0.109,-0.941,-1.594
407,0.453,-0.953,-1.934
408,0.273,-1.367,0.129
409,-0.316,-1.113,-0.922
410,0.465,0.059,-1.992
411,1.008,-0.859,-1.180
412,0.102,-1.074,-1.105
413,-0.711,-0.383,-1.992
414,-0.309,-0.902,-0.379
415,0.109,-0.152,0.004
416,0.504,-0.766,-1.965
417,0.727,0.062,-0.449
418,-0.082,-1.090,0.473
419,-0.816,0.246,-1.207
420,-0.727,0.156,-0.613
421,0.273,-0.676,0.617
422,0.672,-0.016,-0.953
423,-0.383,-0.434,-1.164
424,-0.336,-0.301,0.578
425,-0.121,-0.617,-0.312
426,-0.223,-0.082,-1.344
427,0.094,-0.465,-0.621
428,0.676,-0.453,-0.188
429,0.098,-0.578,-1.406
430,-0.645,-0.676,-1.188
431,0.152,-0.711,-0.832
432,0.430,-1.137,-1.371
433,0.215,-0.520,-1.316
434,0.398,-1.184,-1.559
435,0.406,-0.355,-1.004
436,-0.320,-0.766,-1.840
437,0.078,-0.922,-1.656
438,0.258,-1.102,-0.844
439,-0.035,-0.516,-1.273
440,0.059,-0.430,-1.660
441,0.004,-0.812,-1.129
442,0.090,-0.754,-0.770
443,0.480,-0.645,-1.039
444,-0.105,-0.512,-0.859
445,0.137,-0.625,-0.785
446,-0.086,0.102,-0.422
447,-0.578,-0.391,-0.488
448,-0.281,-0.691,-0.555
449,0.309,-0.066,-0.680
450,-0.012,-0.699,-0.727
451,-0.273,0.086,-0.188
452,-0.277,-0.473,-1.012
453,-0.055,-0.367,-0.270
454,0.438,-0.391,-0.754
455,0.809,-1.242,-1.438
456,0.094,0.051,-0.270
457,-0.473,-0.598,-1.160
458,-0.473,-0.598,-1.160
459,-1.004,-0.328,-0.812
460,-0.410,-0.121,-1.398
461,0.453,-1.141,-1.797
462,0.184,-0.039,-0.816
463,0.816,-1.121,-1.965
464,0.199,-0.910,-0.730
465,-0.102,-0.730,-0.371
466,0.367,-0.820,-1.691
467,-0.191,-0.180,-0.707
468,0.410,-1.266,-1.355
469,0.148,-0.984,-1.121
470,-0.715,-0.496,-0.457
471,-0.059,-0.375,-1.477
472,0.168,-0.684,-0.938
473,0.227,-0.641,-0.340
