Sample,X,Y,Z
496,0.656,-0.094,-0.938
497,0.754,0.012,-0.953
498,0.680,0.098,-1.066
499,0.461,-0.027,-1.102
500,0.590,0.133,-1.016
501,0.609,-0.020,-1.141
502,0.348,-0.016,-0.961
503,0.660,-0.043,-0.867
504,0.738,0.000,-0.781
505,0.086,0.062,-0.754
506,0.496,0.230,-0.977
507,0.953,-0.129,-0.910
508,0.703,-0.059,-0.973
509,0.660,0.078,-1.160
510,0.555,0.086,-0.586
511,0.289,0.055,-0.734
512,0.461,0.059,-1.363
513,0.707,0.121,-0.930
514,0.566,0.105,-0.891
515,0.387,0.027,-1.281
516,0.871,-0.090,-0.805
517,1.336,-0.105,-0.605
518,0.922,-0.145,-1.113
519,0.219,0.109,-0.914
520,0.027,0.258,-0.688
521,0.055,0.188,-1.102
522,0.629,-0.129,-1.324
523,1.504,-0.227,-1.102
524,1.340,-0.082,-1.051
525,0.445,0.078,-0.926
526,-0.016,0.309,-0.531
527,-0.016,0.305,-0.742
528,0.344,-0.129,-1.203
529,1.062,-0.289,-1.098
530,1.062,-0.289,-1.098
531,1.016,-0.273,-1.113
532,0.027,0.031,-0.973
533,-0.805,0.340,-0.531
534,-0.797,0.430,-0.707
535,-0.359,0.039,-1.113
536,0.234,-0.312,-1.168
537,0.449,-0.215,-1.215
538,-0.078,0.148,-1.109
539,-0.707,0.195,-0.801
540,-0.926,0.289,-0.480
541,-0.289,0.152,-0.777
542,0.531,-0.281,-1.113
543,0.641,-0.238,-1.086
544,0.145,0.105,-1.125
545,-0.402,0.254,-0.883
546,-0.434,0.145,-0.711
547,0.121,-0.027,-0.957
548,0.605,-0.086,-0.977
549,0.508,-0.062,-0.953
550,0.301,-0.020,-1.141
551,0.184,0.051,-0.926
552,-0.059,0.062,-0.801
553,-0.062,0.043,-1.078
554,0.223,0.055,-1.031
555,0.031,-0.066,-0.883
556,-0.215,0.043,-1.000
557,-0.012,0.164,-1.066
558,0.035,-0.027,-1.055
559,-0.105,0.000,-1.012
560,0.000,0.105,-0.930
561,-0.105,0.059,-0.805
562,-0.137,-0.031,-0.902
563,0.160,-0.047,-0.887
564,0.172,0.102,-0.785
565,-0.055,0.035,-1.035
566,0.082,-0.004,-0.980
567,0.102,0.047,-0.770
568,-0.039,0.055,-0.957
569,0.055,-0.023,-1.000
570,0.133,0.039,-0.848
571,0.012,0.062,-1.043
572,-0.059,0.031,-1.008
573,0.016,0.012,-0.867
574,0.098,-0.004,-1.035
575,0.008,-0.008,-0.949
576,0.090,0.039,-0.930
577,0.059,0.078,-1.082
578,0.059,0.078,-1.082
579,-0.125,-0.043,-0.961
580,-0.035,0.020,-0.867
581,0.211,0.145,-1.066
582,0.105,-0.039,-1.105
583,0.004,-0.031,-0.879
584,0.074,0.082,-0.906
585,-0.031,0.043,-0.980
586,0.008,-0.062,-0.934
587,0.156,-0.020,-0.891
588,0.051,0.090,-0.953
589,-0.090,-0.008,-0.977
