RepRapFirmware height map file v2, min error -0.156, max error 0.167, mean 0.001, deviation 0.079
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,300.00,0.00,300.00,-1.00,41.00,41.00,8,8
 -0.141, -0.143, -0.112, -0.082,  0.033,  0.090,  0.151,  0.167
 -0.104, -0.156, -0.116, -0.064,  0.009,  0.085,  0.073,  0.129
 -0.062, -0.077, -0.082, -0.061,  0.022,  0.079,  0.103,  0.150
 -0.013, -0.096, -0.073, -0.039,  0.030,  0.062,  0.086,  0.143
  0.010, -0.060, -0.037, -0.047,  0.022,  0.082,  0.092,  0.097
  0.017, -0.052, -0.069, -0.072,  0.007,  0.057,  0.082,  0.097
  0.028, -0.051, -0.093, -0.030, -0.024,  0.016,  0.041,  0.039
  0.028, -0.034, -0.060, -0.017, -0.034,  0.041,  0.001, -0.004
