RepRapFirmware height map file v2, min error -0.136, max error 0.186, mean 0.008, deviation 0.078
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,300.00,0.00,300.00,-1.00,41.00,41.00,8,8
 -0.108, -0.124, -0.097, -0.051,  0.045,  0.110,  0.167,  0.186
 -0.086, -0.136, -0.122, -0.060,  0.032,  0.059,  0.083,  0.128
 -0.063, -0.065, -0.079, -0.064,  0.028,  0.085,  0.105,  0.149
 -0.008, -0.091, -0.058, -0.042,  0.024,  0.061,  0.104,  0.141
  0.050, -0.073, -0.037, -0.029,  0.015,  0.077,  0.095,  0.094
  0.007, -0.030, -0.067, -0.067,  0.001,  0.062,  0.096,  0.096
  0.036, -0.050, -0.092, -0.027, -0.018,  0.018,  0.054,  0.054
  0.029, -0.034, -0.037, -0.017, -0.028,  0.053,  0.017,  0.000
