RepRapFirmware height map file v2 generated at 2022-05-05 21:41, min error -0.171, max error 0.241, mean 0.019, deviation 0.103
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,300.00,0.00,300.00,-1.00,41.00,41.00,8,8
 -0.151, -0.171, -0.148, -0.071,  0.032,  0.118,  0.196,  0.240
 -0.111, -0.129, -0.113, -0.055,  0.036,  0.100,  0.179,  0.237
 -0.075, -0.088, -0.091, -0.027,  0.053,  0.102,  0.175,  0.241
 -0.044, -0.058, -0.066, -0.027,  0.040,  0.096,  0.151,  0.212
 -0.023, -0.047, -0.054, -0.027,  0.029,  0.077,  0.130,  0.172
  0.013, -0.042, -0.046, -0.006,  0.047,  0.064,  0.095,  0.152
  0.040, -0.044, -0.068, -0.053, -0.001,  0.025,  0.066,  0.107
  0.019, -0.040, -0.078, -0.082, -0.057, -0.011,  0.023,  0.045
